,name,urlid,overall,capHit,pos,SPD,STR,AGI,ACC,AWR,CTH,JMP,STA,INJ,TAK,POW,PWM,FNM,BKS,PUR,PRC,MCV,ZCV,PRS,KPW,KAC,KR,TRK,ELU,BCV,SFA,SPM,JKM,CAR,RTE,CIT,SPC,RLS,THP,TAS,TAM,TAD,TOR,PAC,RBK,PBK,IMP,fights_for_extra_yards,possession_catches,aggressive_catches,rac_catches,sideline_catches,big_hitter,strips_ball,plays_ball_in_air,canAuction
111,Philip Rivers,24444,94,55,QB,63,62,59,64,96,52,44,90,93,52,42,41,41,47,54,49,43,51,41,44,42,45,53,58,64,58,65,68,71,41,41,42,44,91,95,92,89,87,95,43,42,45,,,,,,,,,True
112,Dan Marino,21398,94,62,QB,61,67,58,67,92,35,66,93,95,35,15,15,15,15,40,25,15,20,15,25,25,25,45,52,66,38,46,52,68,15,15,15,15,95,95,93,90,78,94,25,25,25,,,,,,,,,True
113,Dan Marino,21397,94,62,QB,61,67,58,67,92,35,66,93,95,35,15,15,15,15,40,25,15,20,15,25,25,25,45,52,66,38,46,52,68,15,15,15,15,95,95,93,90,78,94,25,25,25,,,,,,,,,True
114,Dan Marino,21400,94,62,QB,61,67,58,67,92,35,66,93,95,35,15,15,15,15,40,25,15,20,15,25,25,25,45,52,66,38,46,52,68,15,15,15,15,95,95,93,90,78,94,25,25,25,,,,,,,,,True
115,Dan Marino,21399,94,62,QB,61,67,58,67,92,35,66,93,95,35,15,15,15,15,40,25,15,20,15,25,25,25,45,52,66,38,46,52,68,15,15,15,15,95,95,93,90,78,94,25,25,25,,,,,,,,,True
116,Randall McDaniel,21442,94,49,LG,68,92,74,80,95,62,56,86,93,28,53,20,20,20,20,25,20,20,20,20,20,20,73,45,52,75,20,20,66,51,58,52,68,25,20,15,15,15,15,93,94,90,,,,,,,,,True
117,Larry Fitzgerald,24418,94,62,WR,88,73,88,90,93,94,94,95,92,47,28,27,27,48,50,42,33,30,27,33,33,43,75,75,88,82,84,84,76,93,95,93,93,44,40,38,33,40,34,75,52,71,Yes,Yes,Yes,Yes,Yes,,,,True
118,Lawrence Taylor,21407,94,49,ROLB,88,92,86,92,90,76,86,95,94,94,95,94,90,92,95,90,74,79,73,25,25,25,73,60,62,86,65,63,78,20,73,67,12,40,5,5,5,5,5,45,45,95,,,,,,Yes,Yes,Balanced,True
119,Greg Zuerlein,23133,94,28,K,74,36,64,70,84,50,60,80,90,42,34,32,32,35,35,32,34,34,32,94,88,35,35,42,34,34,36,38,52,32,32,34,36,48,55,53,49,48,45,34,36,34,,,,,,,,,True
120,Sam Koch,23134,94,28,P,70,48,65,71,88,42,35,81,82,47,29,29,29,43,41,29,29,29,29,92,95,32,36,40,32,33,35,35,52,29,29,29,33,55,51,51,47,45,42,34,33,34,,,,,,,,,True
121,Alex Mack,1304020067,94,54,C,64,91,62,79,93,46,20,86,94,45,36,28,28,40,45,37,26,30,28,36,33,28,58,32,62,60,39,39,65,32,32,32,36,34,27,28,27,30,28,95,91,94,,,,,,,,,False
122,Eric Weddle,1304027992,94,51,SS,86,67,89,90,93,85,84,94,91,90,89,71,83,85,94,93,86,95,83,68,63,79,58,70,84,62,79,84,83,55,70,70,57,62,49,50,49,53,50,68,68,82,,,,,,No,Yes,Aggressive,False
123,Sean Lee,1304009909,94,40,ROLB,84,78,83,89,95,83,74,91,82,95,91,83,83,90,96,95,86,91,74,49,49,45,58,49,53,58,47,56,71,47,73,71,48,53,44,45,44,46,45,65,65,93,,,,,,Yes,No,Aggressive,False
124,Landon Collins,1304002593,94,54,SS,90,74,85,92,91,82,88,90,86,92,93,68,80,83,94,91,84,92,86,43,43,55,74,80,81,69,65,83,78,38,72,70,47,51,38,38,38,39,38,61,61,85,,,,,,Yes,No,Aggressive,False
125,Rickey Jackson,21452,94,48,LOLB,84,89,79,87,93,68,80,96,95,96,94,93,89,95,93,93,76,82,75,20,20,20,70,48,55,74,42,53,75,20,66,65,18,25,20,15,15,15,15,45,45,96,,,,,,Yes,Yes,Balanced,True
126,Rickey Jackson,21451,94,48,LOLB,84,89,79,87,93,68,80,96,95,96,94,93,89,95,93,93,76,82,75,20,20,20,70,48,55,74,42,53,75,20,66,65,18,25,20,15,15,15,15,45,45,96,,,,,,Yes,Yes,Balanced,True
127,Rickey Jackson,21450,94,48,LOLB,84,89,79,87,93,68,80,96,95,96,94,93,89,95,93,93,76,82,75,20,20,20,70,48,55,74,42,53,75,20,66,65,18,25,20,15,15,15,15,45,45,96,,,,,,Yes,Yes,Balanced,True
128,Rickey Jackson,21449,94,48,LOLB,84,89,79,87,93,68,80,96,95,96,94,93,89,95,93,93,76,82,75,20,20,20,70,48,55,74,42,53,75,20,66,65,18,25,20,15,15,15,15,45,45,96,,,,,,Yes,Yes,Balanced,True
129,Eric Allen,21365,94,53,CB,92,68,94,93,91,78,90,94,94,75,76,53,71,68,84,91,95,91,93,20,20,51,35,83,83,44,85,88,75,20,72,74,25,20,20,20,15,15,15,45,45,68,,,,,,No,No,Aggressive,True
130,Walter Jones,21356,94,49,LT,67,93,66,78,92,35,62,92,95,42,20,30,30,12,21,25,17,17,10,20,20,15,48,16,10,43,15,15,46,15,15,15,15,34,22,20,14,11,11,94,93,91,,,,,,,,,True
131,J.J. Watt,25028,94,46,RE,78,94,77,83,92,80,86,93,83,91,88,93,86,94,90,92,56,71,52,44,44,44,69,55,68,65,56,58,75,67,77,75,73,48,44,45,44,46,45,61,61,93,,,,,,Yes,Yes,,True
132,Darrelle Revis,25027,94,53,CB,92,66,93,95,93,76,91,94,85,71,69,52,57,60,84,93,95,92,87,23,21,44,56,84,70,48,76,83,60,22,68,70,30,27,20,21,20,23,21,32,32,58,,,,,,No,No,Aggressive,True
133,Marshawn Lynch,25026,94,57,HB,89,88,87,89,90,77,85,90,90,48,25,21,21,36,45,28,23,23,25,33,33,55,94,88,93,95,90,91,95,70,72,64,76,27,43,40,32,31,28,41,75,58,Yes,No,No,No,No,,,,True
134,Mike Pouncey,23147,94,49,C,68,88,74,81,92,46,55,86,84,50,31,24,24,34,38,24,25,25,24,28,24,24,42,35,28,31,24,24,45,28,28,28,31,25,24,24,24,27,24,92,94,96,,,,,,,,,True
135,Earl Campbell,21377,94,58,HB,89,90,88,93,90,70,82,95,92,62,68,30,30,35,56,35,25,25,25,25,25,46,94,88,95,94,86,90,95,68,70,66,74,20,20,20,15,15,15,68,74,72,Yes,No,No,No,No,,,,True
136,Earl Campbell,21378,94,58,HB,89,90,88,93,90,70,82,95,92,62,68,30,30,35,56,35,25,25,25,25,25,46,94,88,95,94,86,90,95,68,70,66,74,20,20,20,15,15,15,68,74,72,Yes,No,No,No,No,,,,True
137,Will Shields,21421,94,53,RG,56,93,54,77,92,53,45,82,91,20,62,20,20,20,20,25,20,20,20,20,20,15,62,28,32,67,23,20,52,43,50,41,38,25,15,15,15,15,15,95,93,95,,,,,,,,,True
138,Will Shields,21419,94,53,RG,56,93,54,77,92,53,45,82,91,20,62,20,20,20,20,25,20,20,20,20,20,15,62,28,32,67,23,20,52,43,50,41,38,25,15,15,15,15,15,95,93,95,,,,,,,,,True
139,Will Shields,21420,94,53,RG,56,93,54,77,92,53,45,82,91,20,62,20,20,20,20,25,20,20,20,20,20,15,62,28,32,67,23,20,52,43,50,41,38,25,15,15,15,15,15,95,93,95,,,,,,,,,True
140,Will Shields,21418,94,53,RG,56,93,54,77,92,53,45,82,91,20,62,20,20,20,20,25,20,20,20,20,20,15,62,28,32,67,23,20,52,43,50,41,38,25,15,15,15,15,15,95,93,95,,,,,,,,,True
141,Geno Atkins,29503,94,46,DT,78,90,70,84,93,55,75,90,87,90,81,94,85,90,90,93,48,54,50,48,48,42,54,43,45,59,42,42,61,45,52,52,47,51,42,42,42,44,42,62,62,91,,,,,,No,Yes,,True
142,Bobby Wagner,29506,94,48,MLB,88,75,85,89,94,82,92,93,90,95,94,87,80,93,95,94,79,87,64,45,45,39,55,47,52,63,42,52,70,42,54,54,42,49,38,39,38,42,39,60,60,94,,,,,,Yes,No,Aggressive,True
143,Kevin Byard,29510,94,52,FS,90,75,85,89,92,86,90,91,91,83,84,56,62,72,88,92,87,94,84,34,33,54,51,61,60,49,56,63,74,35,78,78,37,37,33,31,30,37,34,37,35,68,,,,,,Yes,No,Aggressive,True
144,Walter Jones,21358,94,49,LT,67,93,66,78,92,35,62,92,95,42,20,30,30,12,21,25,17,17,10,20,20,15,48,16,10,43,15,15,46,15,15,15,15,34,22,20,14,11,11,94,93,91,,,,,,,,,True
145,Eric Allen,21364,94,53,CB,92,68,94,93,91,78,90,94,94,75,76,53,71,68,84,91,95,91,93,20,20,51,35,83,83,44,85,88,75,20,72,74,25,20,20,20,15,15,15,45,45,68,,,,,,No,No,Aggressive,True
146,Walter Jones,21357,94,49,LT,67,93,66,78,92,35,62,92,95,42,20,30,30,12,21,25,17,17,10,20,20,15,48,16,10,43,15,15,46,15,15,15,15,34,22,20,14,11,11,94,93,91,,,,,,,,,True
147,Lawrence Taylor,21410,94,49,ROLB,88,92,86,92,90,76,86,95,94,94,95,94,90,92,95,90,74,79,73,25,25,25,73,60,62,86,65,63,78,20,73,67,12,40,5,5,5,5,5,45,45,95,,,,,,Yes,Yes,Balanced,True
148,Brandon Williams,4,94,48,DT,59,95,62,78,93,53,78,75,88,93,82,90,76,95,89,93,41,51,38,36,32,32,41,32,35,32,32,32,64,32,44,43,51,34,32,32,32,34,32,55,55,92,,,,,,No,No,,True
149,Ronnie Lott,21388,94,53,SS,92,82,93,94,90,77,93,95,93,89,93,76,66,83,91,90,83,91,83,22,20,35,78,59,87,80,75,77,73,35,64,69,52,35,15,10,10,15,15,55,45,85,,,,,,Yes,No,Aggressive,True
150,Ronnie Lott,21387,94,53,SS,92,82,93,94,90,77,93,95,93,89,93,76,66,83,91,90,83,91,83,22,20,35,78,59,87,80,75,77,73,35,64,69,52,35,15,10,10,15,15,55,45,85,,,,,,Yes,No,Aggressive,True
151,Earl Campbell,21379,94,58,HB,89,90,88,93,90,70,82,95,92,62,68,30,30,35,56,35,25,25,25,25,25,46,94,88,95,94,86,90,95,68,70,66,74,20,20,20,15,15,15,68,74,72,Yes,No,No,No,No,,,,True
152,Bruce Smith,21470,94,46,RE,84,94,78,89,92,58,77,95,94,88,87,95,93,89,90,92,39,48,36,20,20,15,62,33,46,86,73,42,50,15,45,43,15,25,25,20,20,15,15,45,45,88,,,,,,Yes,No,,True
153,Marshal Yanda,1304028013,94,56,RG,64,93,68,82,94,56,63,85,89,65,41,38,38,48,46,38,39,39,38,44,44,38,48,38,38,38,38,38,59,38,38,39,42,44,38,38,38,39,38,91,95,93,,,,,,,,,False
154,Marvin Harrison,21460,94,63,WR,93,58,93,95,93,94,88,95,91,33,15,15,15,15,35,25,45,45,25,22,22,54,54,93,88,43,91,92,68,96,90,92,88,28,20,15,15,10,10,58,50,48,No,Yes,Yes,Yes,Yes,,,,True
155,Marvin Harrison,21461,94,63,WR,93,58,93,95,93,94,88,95,91,33,15,15,15,15,35,25,45,45,25,22,22,54,54,93,88,43,91,92,68,96,90,92,88,28,20,15,15,10,10,58,50,48,No,Yes,Yes,Yes,Yes,,,,True
156,Marvin Harrison,21463,94,63,WR,93,58,93,95,93,94,88,95,91,33,15,15,15,15,35,25,45,45,25,22,22,54,54,93,88,43,91,92,68,96,90,92,88,28,20,15,15,10,10,58,50,48,No,Yes,Yes,Yes,Yes,,,,True
157,Adam Vinatieri,3,94,34,K,55,38,56,57,88,62,27,88,82,48,33,31,31,46,38,43,35,36,31,91,94,31,31,43,31,31,31,31,56,36,36,36,38,47,52,50,46,44,43,37,41,37,,,,,,,,,True
158,Ronnie Lott,21386,94,53,SS,92,82,93,94,90,77,93,95,93,89,93,76,66,83,91,90,83,91,83,22,20,35,78,59,87,80,75,77,73,35,64,69,52,35,15,10,10,15,15,55,45,85,,,,,,Yes,No,Aggressive,True
159,Ronnie Lott,21385,94,53,SS,92,82,93,94,90,77,93,95,93,89,93,76,66,83,91,90,83,91,83,22,20,35,78,59,87,80,75,77,73,35,64,69,52,35,15,10,10,15,15,55,45,85,,,,,,Yes,No,Aggressive,True
160,Bruce Smith,21471,94,46,RE,84,94,78,89,92,58,77,95,94,88,87,95,93,89,90,92,39,48,36,20,20,15,62,33,46,86,73,42,50,15,45,43,15,25,25,20,20,15,15,45,45,88,,,,,,Yes,No,,True
161,Bruce Smith,21472,94,46,RE,84,94,78,89,92,58,77,95,94,88,87,95,93,89,90,92,39,48,36,20,20,15,62,33,46,86,73,42,50,15,45,43,15,25,25,20,20,15,15,45,45,88,,,,,,Yes,No,,True
162,John Abraham,25124,94,48,RE,88,90,84,90,91,41,77,94,91,90,82,94,86,93,95,91,55,63,32,30,20,10,35,25,30,25,55,45,43,15,35,35,35,30,10,10,10,10,10,45,45,87,,,,,,No,Yes,,True
163,Jimmy Graham,25123,94,55,TE,85,78,87,90,94,92,91,86,89,45,36,40,36,48,34,33,31,29,36,34,27,30,83,76,85,88,81,83,80,88,90,94,92,42,43,40,35,38,28,85,80,68,No,No,Yes,Yes,Yes,,,,True
164,Walter Jones,21355,94,49,LT,67,93,66,78,92,35,62,92,95,42,20,30,30,12,21,25,17,17,10,20,20,15,48,16,10,43,15,15,46,15,15,15,15,34,22,20,14,11,11,94,93,91,,,,,,,,,True
165,Calais Campbell,23132,94,53,RE,75,88,80,82,94,68,84,90,93,94,92,87,95,94,94,94,60,68,63,57,57,45,63,54,52,65,49,49,68,45,50,54,49,60,45,45,45,47,45,65,65,93,,,,,,No,Yes,,True
166,Everson Griffen,5,94,47,RE,84,86,81,87,94,62,74,87,89,93,90,94,88,88,92,94,58,63,55,46,46,43,50,59,53,56,58,53,60,46,53,55,51,47,42,43,42,45,43,63,63,93,,,,,,No,No,,True
167,Jordy Nelson,6,94,63,WR,89,68,89,92,94,95,87,93,86,54,37,38,38,58,54,38,38,42,36,44,44,80,68,86,89,80,86,88,82,92,92,93,92,52,40,38,35,40,36,72,50,64,Yes,Yes,Yes,Yes,Yes,,,,True
168,Eric Allen,21367,94,53,CB,92,68,94,93,91,78,90,94,94,75,76,53,71,68,84,91,95,91,93,20,20,51,35,83,83,44,85,88,75,20,72,74,25,20,20,20,15,15,15,45,45,68,,,,,,No,No,Aggressive,True
169,Darius Slay Jr,1305001426,94,63,CB,94,56,93,93,94,83,90,93,92,80,84,67,72,77,89,94,93,93,86,52,50,76,60,82,82,62,83,83,75,60,74,78,63,58,43,44,43,46,44,63,63,75,,,,,,No,No,Aggressive,False
170,Tyler Eifert,1305000849,94,54,TE,85,76,86,88,91,91,92,93,80,51,39,35,41,57,48,36,28,41,39,36,36,34,85,72,86,82,79,83,85,89,93,91,90,49,33,29,26,32,27,85,78,74,Yes,Yes,Yes,Yes,Yes,,,,False
171,Eric Allen,21366,94,53,CB,92,68,94,93,91,78,90,94,94,75,76,53,71,68,84,91,95,91,93,20,20,51,35,83,83,44,85,88,75,20,72,74,25,20,20,20,15,15,15,45,45,68,,,,,,No,No,Aggressive,True
172,Fletcher Cox,28588,94,48,DT,80,90,75,87,91,56,73,88,92,92,86,94,83,91,91,91,53,62,44,50,46,41,59,45,50,55,53,50,57,45,53,53,46,46,40,41,40,43,41,61,61,92,,,,,,Yes,Yes,,True
173,Marshon Lattimore,24419,94,55,CB,94,70,92,92,86,76,92,93,84,78,75,56,62,68,88,86,95,90,94,43,40,63,40,65,63,45,64,67,66,46,69,72,40,39,33,34,33,35,34,49,49,66,,,,,,No,No,Aggressive,True
174,Doug Baldwin,1304011029,94,66,WR,91,55,93,91,94,93,92,88,92,55,34,29,29,47,51,39,31,34,34,38,35,81,56,93,90,66,87,93,79,94,94,91,89,50,49,46,42,46,39,73,46,58,Yes,Yes,Yes,Yes,Yes,,,,False
175,Ed Too Tall Jones,21428,94,48,LE,82,95,78,88,92,62,89,93,91,92,90,93,84,93,85,92,52,66,45,25,25,10,76,46,52,72,52,51,51,15,52,48,15,25,25,20,20,15,15,45,45,93,,,,,,Yes,No,,True
176,Ed Too Tall Jones,21430,94,48,LE,82,95,78,88,92,62,89,93,91,92,90,93,84,93,85,92,52,66,45,25,25,10,76,46,52,72,52,51,51,15,52,48,15,25,25,20,20,15,15,45,45,93,,,,,,Yes,No,,True
177,Ed Too Tall Jones,21431,94,48,LE,82,95,78,88,92,62,89,93,91,92,90,93,84,93,85,92,52,66,45,25,25,10,76,46,52,72,52,51,51,15,52,48,15,25,25,20,20,15,15,45,45,93,,,,,,Yes,No,,True
178,Ed Too Tall Jones,21429,94,48,LE,82,95,78,88,92,62,89,93,91,92,90,93,84,93,85,92,52,66,45,25,25,10,76,46,52,72,52,51,51,15,52,48,15,25,25,20,20,15,15,45,45,93,,,,,,Yes,No,,True
179,Telvin Smith,27619,94,45,ROLB,88,65,88,89,93,79,79,88,88,93,93,74,88,92,95,93,83,91,74,44,44,40,68,60,63,61,66,73,74,45,71,71,41,47,37,37,37,38,37,60,60,92,,,,,,Yes,Yes,Aggressive,True
180,Randy Moss,26045,94,75,WR,94,60,91,93,90,93,95,94,94,40,15,10,10,40,40,29,13,27,15,20,15,58,60,90,93,80,91,91,68,93,88,95,94,50,20,15,10,15,15,48,38,44,No,Yes,Yes,Yes,Yes,,,,True
181,Luke Kuechly,1304011309,94,50,MLB,85,81,84,88,94,84,89,94,93,95,93,85,74,93,94,94,80,88,71,46,47,39,65,50,60,63,54,59,78,42,71,67,42,48,38,39,38,41,39,66,65,91,,,,,,Yes,Yes,Aggressive,False
182,Julio Jones,1304010615,94,68,WR,93,74,93,91,90,91,94,91,88,52,33,30,30,51,55,36,36,40,33,40,33,72,74,85,88,84,84,87,79,91,89,94,93,51,36,32,30,35,31,72,60,67,Yes,No,Yes,Yes,Yes,,,,False
183,Dwight Stephenson,27305,94,50,C,70,90,74,80,92,56,58,88,93,63,72,15,15,25,63,25,20,20,20,20,20,25,72,56,52,64,42,42,41,36,54,32,26,20,20,20,15,15,15,94,91,94,,,,,,,,,True
184,Ted Ginn Jr,18,94,64,WR,95,57,96,96,93,90,92,97,93,40,27,15,15,43,50,35,10,20,30,13,15,92,46,96,97,41,96,97,89,93,89,92,80,40,15,10,6,10,6,70,40,49,No,Yes,No,Yes,Yes,,,,True
185,Myles Jack,17,94,41,MLB,88,78,90,92,90,79,91,91,85,93,89,78,88,89,92,90,83,88,70,38,37,67,75,71,76,79,62,75,78,68,71,72,60,39,44,42,40,46,39,45,60,87,,,,,,Yes,No,Aggressive,True
186,Earl Campbell,21376,94,58,HB,89,90,88,93,90,70,82,95,92,62,68,30,30,35,56,35,25,25,25,25,25,46,94,88,95,94,86,90,95,68,70,66,74,20,20,20,15,15,15,68,74,72,Yes,No,No,No,No,,,,True
187,Andrew Luck,25025,94,52,QB,84,73,84,85,88,74,85,92,89,36,29,28,28,35,37,38,31,35,28,38,40,32,65,75,84,46,75,81,68,58,48,54,41,90,91,88,87,94,89,38,35,31,,,,,,,,,True
188,Marshon Lattimore,19994,94,55,CB,94,70,92,92,86,76,92,93,84,78,75,56,62,68,88,86,95,90,94,43,40,63,40,65,63,45,64,67,66,46,69,72,40,39,33,34,33,35,34,49,49,66,,,,,,No,No,Aggressive,False
189,Randall McDaniel,21440,94,49,LG,68,92,74,80,95,62,56,86,93,28,53,20,20,20,20,25,20,20,20,20,20,20,73,45,52,75,20,20,66,51,58,52,68,25,20,15,15,15,15,93,94,90,,,,,,,,,True
190,Randall McDaniel,21441,94,49,LG,68,92,74,80,95,62,56,86,93,28,53,20,20,20,20,25,20,20,20,20,20,20,73,45,52,75,20,20,66,51,58,52,68,25,20,15,15,15,15,93,94,90,,,,,,,,,True
191,Randall McDaniel,21439,94,49,LG,68,92,74,80,95,62,56,86,93,28,53,20,20,20,20,25,20,20,20,20,20,20,73,45,52,75,20,20,66,51,58,52,68,25,20,15,15,15,15,93,94,90,,,,,,,,,True
192,Stefon Diggs,28587,94,63,WR,91,63,93,93,91,91,88,91,87,50,37,37,37,51,51,42,39,45,39,49,49,86,60,91,88,69,91,92,78,94,90,94,90,51,41,39,36,41,37,72,58,64,No,No,Yes,Yes,Yes,,,,True
193,Calvin Johnson,27627,94,63,FS,92,75,93,94,91,93,96,95,90,74,78,46,62,72,88,91,83,93,76,15,15,33,77,91,88,86,90,93,70,90,90,95,92,35,15,15,10,10,10,67,47,72,,,,,,No,No,Balanced,True
194,Bo Jackson,27518,93,53,CB,91,90,91,92,90,68,91,95,84,85,90,83,71,85,92,90,87,91,90,64,51,74,93,86,89,93,89,93,88,60,63,55,66,70,62,56,42,55,50,56,64,85,,,,,,No,No,Balanced,True
195,Bo Jackson,27517,93,42,ROLB,91,90,91,92,90,68,91,95,84,91,92,90,73,89,91,90,77,85,78,64,51,74,93,86,89,93,89,93,88,60,63,55,66,70,62,56,42,55,50,56,64,92,,,,,,No,No,Balanced,True
196,Bo Jackson,27516,93,45,MLB,91,90,91,92,90,68,91,95,84,91,92,90,73,89,91,90,77,85,78,64,51,74,93,86,89,93,89,93,88,60,63,55,66,70,62,56,42,55,50,56,64,92,,,,,,No,No,Balanced,True
197,Bo Jackson,27515,93,42,LOLB,91,90,91,92,90,68,91,95,84,91,92,90,73,89,91,90,77,85,78,64,51,74,93,86,89,93,89,93,88,60,63,55,66,70,62,56,42,55,50,56,64,92,,,,,,No,No,Balanced,True
198,Bo Jackson,27520,93,53,SS,91,90,91,92,90,68,91,95,84,85,91,83,71,85,92,90,79,91,83,64,51,74,93,86,89,93,89,93,88,60,63,55,66,70,62,56,42,55,50,56,64,85,,,,,,No,No,Balanced,True
199,Bo Jackson,27519,93,53,FS,91,90,91,92,90,68,91,95,84,85,91,83,71,85,92,90,79,91,83,64,51,74,93,86,89,93,89,93,88,60,63,55,66,70,62,56,42,55,50,56,64,85,,,,,,No,No,Balanced,True
200,Bo Jackson,27514,93,46,DT,91,90,91,92,90,68,91,95,84,88,90,91,76,91,88,90,65,72,70,64,51,74,93,86,89,93,89,93,88,60,63,55,66,70,62,56,42,55,50,56,64,89,,,,,,No,No,,True
201,Bo Jackson,27513,93,46,RE,91,90,91,92,90,68,91,95,84,88,90,91,76,91,88,90,65,72,70,64,51,74,93,86,89,93,89,93,88,60,63,55,66,70,62,56,42,55,50,56,64,89,,,,,,No,No,,True
202,Earl Thomas III,1304009951,93,50,FS,90,57,90,91,91,82,92,92,89,85,89,74,70,79,88,91,84,92,86,56,54,82,65,82,80,58,80,85,78,60,79,83,58,60,53,51,51,55,53,67,67,81,,,,,,Yes,Yes,Aggressive,False
203,Luke Kuechly,24315,93,44,MLB,84,80,83,87,93,84,88,93,92,94,92,83,74,92,93,93,79,87,70,46,47,39,65,50,60,63,54,59,78,42,70,66,42,48,38,39,38,41,39,66,65,91,,,,,,Yes,Yes,Aggressive,True
204,Ezekiel Elliott,1304017547,93,58,HB,92,81,93,92,87,76,88,91,90,69,50,26,27,43,56,33,28,33,30,34,33,72,79,90,92,91,89,92,92,77,75,74,69,39,44,38,36,46,44,57,74,74,Yes,No,No,No,No,,,,False
205,Matt Forte,25114,93,50,HB,89,74,91,92,93,84,83,92,88,45,41,35,35,35,52,41,38,41,41,43,43,50,80,86,88,84,85,85,92,86,85,83,72,46,52,49,43,42,40,64,78,59,Yes,No,No,No,No,,,,True
206,Mel Renfro,21536,93,49,FS,93,63,92,90,92,79,93,93,92,70,77,51,66,65,92,92,92,93,86,20,20,93,53,91,83,54,88,91,82,40,63,77,43,20,20,20,15,15,15,45,45,62,,,,,,Yes,Yes,Aggressive,True
207,Sean Lee,24367,93,36,ROLB,83,77,82,88,94,82,74,90,80,94,90,82,82,89,95,94,85,90,73,49,49,45,58,49,53,58,47,56,70,47,72,70,48,53,44,45,44,46,45,65,65,92,,,,,,Yes,No,Aggressive,True
208,Ben Roethlisberger,24366,93,52,QB,68,82,62,68,92,65,72,93,88,61,40,40,40,58,60,44,40,41,40,58,54,46,77,78,74,80,66,72,73,42,42,42,44,93,87,89,89,94,90,40,42,40,,,,,,,,,True
209,Odell Beckham Jr,22322,93,59,WR,92,46,93,92,90,93,92,91,84,57,42,38,38,59,54,46,43,46,59,75,69,83,61,92,88,78,90,90,78,92,88,94,88,59,43,42,41,42,39,72,57,60,Yes,No,Yes,Yes,Yes,,,,True
210,Khalil Mack,22321,93,46,LE,85,82,86,87,89,77,91,90,93,93,89,89,93,92,93,89,71,77,67,53,52,47,69,64,69,67,71,69,73,50,72,72,56,58,46,47,46,50,47,63,63,91,,,,,,Yes,Yes,,True
211,Ronde Barber,21242,93,52,CB,91,64,89,93,90,75,88,93,92,72,72,62,76,71,93,90,91,94,93,30,25,35,37,78,82,46,84,90,73,20,63,72,20,20,20,20,15,15,15,45,45,64,,,,,,No,No,Aggressive,True
212,Mel Blount,21283,93,52,CB,90,73,94,92,88,77,92,93,94,80,80,75,67,78,90,88,93,90,91,35,30,73,58,84,84,58,80,82,79,50,74,67,65,35,30,30,25,25,20,45,45,75,,,,,,Yes,Yes,Aggressive,True
213,Ronde Barber,21243,93,52,CB,91,64,89,93,90,75,88,93,92,72,72,62,76,71,93,90,91,94,93,30,25,35,37,78,82,46,84,90,73,20,63,72,20,20,20,20,15,15,15,45,45,64,,,,,,No,No,Aggressive,True
214,Ronde Barber,21244,93,52,CB,91,64,89,93,90,75,88,93,92,72,72,62,76,71,93,90,91,94,93,30,25,35,37,78,82,46,84,90,73,20,63,72,20,20,20,20,15,15,15,45,45,64,,,,,,No,No,Aggressive,True
215,Herschel Walker,21295,93,55,HB,92,78,92,93,90,79,92,93,92,46,45,25,25,25,30,25,25,25,25,20,20,93,90,86,92,92,83,88,91,77,74,62,63,30,25,25,20,25,20,58,76,62,Yes,No,No,No,No,,,,True
216,Herschel Walker,21296,93,55,HB,92,78,92,93,90,79,92,93,92,46,45,25,25,25,30,25,25,25,25,20,20,93,90,86,92,92,83,88,91,77,74,62,63,30,25,25,20,25,20,58,76,62,Yes,No,No,No,No,,,,True
217,Herschel Walker,21297,93,55,HB,92,78,92,93,90,79,92,93,92,46,45,25,25,25,30,25,25,25,25,20,20,93,90,86,92,92,83,88,91,77,74,62,63,30,25,25,20,25,20,58,76,62,Yes,No,No,No,No,,,,True
218,Herschel Walker,21298,93,55,HB,92,78,92,93,90,79,92,93,92,46,45,25,25,25,30,25,25,25,25,20,20,93,90,86,92,92,83,88,91,77,74,62,63,30,25,25,20,25,20,58,76,62,Yes,No,No,No,No,,,,True
219,Michael Thomas,1304017552,93,64,WR,89,70,91,92,90,93,90,85,87,51,40,37,37,45,42,41,41,41,41,46,45,52,64,88,87,88,84,90,78,90,91,91,90,46,41,39,35,41,36,75,59,62,Yes,Yes,Yes,Yes,Yes,,,,False
220,Micah Hyde,28109,93,48,SS,88,55,90,90,94,84,85,88,91,90,76,65,74,79,95,94,89,93,86,43,42,84,48,77,83,57,77,83,81,48,68,78,45,46,30,31,30,34,31,57,57,74,,,,,,No,No,Aggressive,True
221,Donald Penn,28108,93,47,LT,66,90,56,71,91,66,19,79,88,44,32,30,30,35,38,40,34,32,30,29,28,30,52,38,41,30,30,30,56,48,58,49,56,30,30,30,30,33,30,94,91,91,,,,,,,,,True
222,Jason McCourty,25117,93,54,CB,92,63,89,94,88,79,89,90,93,82,75,72,72,76,83,88,91,93,91,62,63,66,63,71,68,64,70,71,70,61,77,76,62,63,60,61,60,62,61,66,66,76,,,,,,No,Yes,Aggressive,True
223,A.J. Bouye,1304014134,93,50,CB,89,60,90,93,90,82,88,90,84,81,75,69,68,76,84,90,92,93,93,53,53,84,70,86,88,70,89,89,82,59,74,76,63,62,53,53,53,55,53,70,70,77,,,,,,No,Yes,Aggressive,False
